element_type,event_points,first_name,second_name,form,points_per_game,selected_by_percent,status,team,total_points,goals_scored,assists,yellow_cards,bps,now_cost,minutes,clean_sheets,position,G+A,price,price_range,ownership
4,0,Julián,Álvarez,2.8,4.8,28.2,a,MCI,82,4,8,2,333,68,1409,6,Forward,12,6.8,Mid,High
4,0,Erling,Haaland,1.8,7.5,59.8,d,MCI,112,14,5,1,417,139,1294,4,Forward,19,13.9,Premium,High
4,0,Anthony,Martial,0.5,1.9,0.3,d,MUN,25,1,1,0,73,64,439,1,Forward,2,6.4,Mid,Differential
4,0,Shola,Shoretire,0.0,0.0,0.2,a,MUN,0,0,0,0,0,44,0,0,Forward,0,4.4,Budget,Differential
4,7,Rasmus,Højlund,2.2,2.0,2.8,a,MUN,30,1,0,1,63,68,1026,4,Forward,1,6.8,Mid,Differential
4,0,Joe,Hugill,0.0,0.0,0.0,a,MUN,0,0,0,0,0,45,0,0,Forward,0,4.5,Budget,Differential
4,7,Alexander,Isak,2.3,4.7,14.9,a,NEW,66,8,0,0,247,76,956,3,Forward,8,7.6,Mid,Differential
4,1,Callum,Wilson,1.5,3.9,5.1,a,NEW,55,7,1,1,187,79,720,5,Forward,8,7.9,Mid,Differential
4,0,Ben,Parkinson,0.0,1.0,0.0,a,NEW,1,0,0,0,2,45,24,0,Forward,0,4.5,Budget,Differential
4,0,Michael,Ndiweni,0.0,1.0,0.0,a,NEW,1,0,0,0,3,45,1,0,Forward,0,4.5,Budget,Differential
4,0,Taiwo,Awoniyi,0.0,4.2,1.3,i,NFO,42,4,2,1,150,63,664,2,Forward,6,6.3,Mid,Differential
4,0,Emmanuel,Dennis,0.0,0.0,0.1,u,NFO,0,0,0,0,0,48,0,0,Forward,0,4.8,Budget,Differential
4,0,Sam,Surridge,0.0,0.0,0.1,u,NFO,0,0,0,0,0,45,0,0,Forward,0,4.5,Budget,Differential
4,0,Hwang,Ui-jo,0.0,0.0,0.3,u,NFO,0,0,0,0,0,44,0,0,Forward,0,4.4,Budget,Differential
4,17,Chris,Wood,5.5,3.8,1.0,a,NFO,64,7,1,0,254,49,638,1,Forward,8,4.9,Budget,Differential
4,0,Divock,Origi,0.5,0.9,0.1,a,NFO,8,0,0,1,21,50,176,0,Forward,0,5.0,Budget,Differential
4,5,Cameron,Archer,3.3,3.2,9.1,a,SHU,55,3,2,2,164,46,1295,2,Forward,5,4.6,Budget,Differential
4,1,Rhian,Brewster,0.2,1.0,0.0,a,SHU,6,0,0,0,13,49,167,0,Forward,0,4.9,Budget,Differential
4,0,Daniel,Jebbison,0.0,0.0,0.0,i,SHU,0,0,0,0,0,48,0,0,Forward,0,4.8,Budget,Differential
4,9,Oliver,McBurnie,1.7,2.6,0.0,a,SHU,29,3,1,1,91,54,677,0,Forward,4,5.4,Budget,Differential
4,0,Iliman,Ndiaye,0.0,0.0,0.0,u,SHU,0,0,0,0,0,55,0,0,Forward,0,5.5,Budget,Differential
4,1,William,Osula,0.7,1.0,1.7,a,SHU,10,0,0,4,2,43,450,0,Forward,0,4.3,Budget,Differential
4,0,Bénie,Traoré,0.3,1.4,0.0,a,SHU,11,0,0,0,14,52,383,0,Forward,0,5.2,Budget,Differential
4,0,Louie,Marsh,0.0,0.0,0.0,u,SHU,0,0,0,0,0,45,0,0,Forward,0,4.5,Budget,Differential
4,0,Antwoine,Hackford,0.0,1.0,0.1,a,SHU,2,0,0,0,5,44,11,0,Forward,0,4.4,Budget,Differential
4,0,Harry,Kane,0.0,0.0,0.6,u,TOT,0,0,0,0,0,125,0,0,Forward,0,12.5,Premium,Differential
4,0,Dane,Scarlett,0.0,0.0,0.1,u,TOT,0,0,0,0,0,45,0,0,Forward,0,4.5,Budget,Differential
4,0,Alejo,Véliz,0.3,0.8,0.1,a,TOT,5,0,0,1,10,54,17,0,Forward,0,5.4,Budget,Differential
4,0,Jamie,Donley,0.3,1.0,0.0,a,TOT,2,0,0,0,5,45,2,0,Forward,0,4.5,Budget,Differential
4,0,Michail,Antonio,0.0,3.2,1.8,d,WHU,38,2,2,2,116,57,812,4,Forward,4,5.7,Budget,Differential
4,0,Danny,Ings,0.2,1.0,0.7,a,WHU,10,0,0,1,28,56,132,0,Forward,0,5.6,Budget,Differential
4,0,Divin,Mubama,0.3,1.0,5.8,a,WHU,3,0,0,0,9,43,57,0,Forward,0,4.3,Budget,Differential
4,0,Gianluca,Scamacca,0.0,0.0,0.0,u,WHU,0,0,0,0,0,60,0,0,Forward,0,6.0,Mid,Differential
4,0,Fábio,Silva,0.0,1.0,0.2,d,WOL,8,0,0,2,7,53,259,1,Forward,0,5.3,Budget,Differential
4,0,Sasa,Kalajdzic,0.4,2.2,0.2,a,WOL,24,2,0,0,88,49,158,1,Forward,2,4.9,Budget,Differential
4,0,Matheus,Santos Carneiro Da Cunha,4.1,3.8,6.4,a,WOL,68,5,3,3,246,58,1504,3,Forward,8,5.8,Budget,Differential
4,0,Nathan,Fraser,0.0,0.0,0.1,a,WOL,0,0,0,0,0,45,0,0,Forward,0,4.5,Budget,Differential
